,board,heuristic,likelihoods_block,likelihoods_density,likelihoods_interaction,userid
313,6_easy_pruned,density,-3.93765235082,-2.97036448381,-3.20529585972,33ebe68d
314,6_easy_pruned,interaction,-0.680542464665,-2.74729890513,-0.666776252071,46dad3ed
315,6_easy_pruned,density,-3.36317903116,-2.56502933347,-2.63058961614,48c70a00
316,6_easy_pruned,density,-3.93765235082,-2.97036448381,-3.20529585972,4dc50d03
317,6_easy_pruned,interaction,-0.680542464665,-2.74729890513,-0.666776252071,4dfbc07c
318,6_easy_pruned,density,-3.93765235082,-2.97036448381,-3.20529585972,55a709fd
319,6_easy_pruned,blocking,-1.25303114634,-2.27741224623,-2.91773706694,58e72ee8
320,6_easy_pruned,interaction,-3.15583077355,-2.56502933347,-2.42318517183,62b5140d
321,6_easy_pruned,interaction,-3.15583077355,-2.56502933347,-2.42318517183,67abc3ab
322,6_easy_pruned,density,-4.18867379006,-3.25791661539,-3.45646941557,67abf219
323,6_easy_pruned,interaction,-0.680542464665,-2.74729890513,-0.666776252071,6aa4f436
324,6_easy_pruned,blocking,-1.25303114634,-2.27741224623,-2.91773706694,6cbbcdf7
325,6_easy_pruned,interaction,-3.15583077355,-2.56502933347,-2.42318517183,6fc70a09
326,6_easy_pruned,interaction,-0.680542464665,-2.74729890513,-0.666776252071,7acbc3e2
327,6_easy_pruned,blocking,-1.25303114634,-2.27741224623,-2.91773706694,7cc119e0
328,6_easy_pruned,interaction,-0.680542464665,-2.74729890513,-0.666776252071,7db4f1d2
329,6_easy_pruned,interaction,-4.34260478443,-3.66312189238,-3.61051445409,8ab71c6b
330,6_easy_pruned,blocking,-1.25303114634,-2.27741224623,-2.91773706694,94abbfb2
331,6_easy_pruned,density,-10.8201182266,-2.97036448381,-10.8201182266,96afd320
332,6_easy_pruned,interaction,-0.680542464665,-2.74729890513,-0.666776252071,9db10b00
333,6_easy_pruned,interaction,-3.15583077355,-2.56502933347,-2.42318517183,adfac866
334,6_easy_pruned,interaction,-0.680542464665,-2.74729890513,-0.666776252071,b7e510d3
335,6_easy_pruned,interaction,-0.680542464665,-2.74729890513,-0.666776252071,c0cbeef2
336,6_easy_pruned,density,-3.51929294476,-2.56502933347,-2.78675422719,c8afed22
337,6_easy_pruned,interaction,-0.680542464665,-2.74729890513,-0.666776252071,c9c757af
338,6_easy_pruned,density,-3.36317903116,-2.56502933347,-2.63058961614,d2d73ea5
339,6_easy_pruned,density,-3.93765235082,-2.97036448381,-3.20529585972,dcfbe5af
340,6_easy_pruned,interaction,-3.15583077355,-2.56502933347,-2.42318517183,ddb7456a
341,6_easy_pruned,interaction,-0.680542464665,-2.74729890513,-0.666776252071,dfa705b9
342,6_easy_pruned,interaction,-0.680542464665,-2.74729890513,-0.666776252071,e1b100ae
343,6_easy_pruned,blocking,-1.25303114634,-2.27741224623,-2.91773706694,edbbcb60
344,6_easy_pruned,interaction,-3.15583077355,-2.56502933347,-2.42318517183,edbbea2c
345,6_easy_pruned,interaction,-0.680542464665,-2.74729890513,-0.666776252071,faafd1c6
346,10_easy_full,interaction,-3.69592988202,-4.00759286583,-3.18825946157,16ead0a0
347,10_easy_full,blocking,-2.02160318939,-3.3149952319,-2.92521841036,1de74153
348,10_easy_full,blocking,-2.02160318939,-3.3149952319,-2.92521841036,1eebf908
349,10_easy_full,blocking,-1.75135619184,-3.78466909693,-2.08908021583,20a4fec4
350,10_easy_full,density,-5.06475491067,-3.44844809937,-4.55802440289,23b6924e
351,10_easy_full,density,-5.18785635215,-3.09196162617,-4.68129107608,26e680e4
352,10_easy_full,blocking,-2.02160318939,-4.00759286583,-2.89132926742,2fe692a5
353,10_easy_full,blocking,-2.02160318939,-3.3149952319,-2.92521841036,31b4fc9e
354,10_easy_full,density,-4.93213504604,-3.44844809937,-4.42524790507,37bffc4e
355,10_easy_full,blocking,-1.75135619184,-3.78466909693,-2.08908021583,3ac5170c
356,10_easy_full,blocking,-1.75135619184,-3.78466909693,-2.08908021583,3dfad0f2
357,10_easy_full,density,-4.14166822337,-3.60249408859,-3.63417785867,55c68fc5
358,10_easy_full,interaction,-2.85437736962,-4.00759286583,-2.34652458093,56e6f5d2
359,10_easy_full,density,-5.18785635215,-3.09196162617,-4.68129107608,58d72aaf
360,10_easy_full,blocking,-2.1093649652,-3.19727327563,-3.31872019965,5cd6bb63
361,10_easy_full,blocking,-1.75135619184,-3.78466909693,-2.08908021583,67f69d24
362,10_easy_full,density,-5.18785635215,-3.09196162617,-4.68129107608,6ac7311a
363,10_easy_full,interaction,-2.85437736962,-4.00759286583,-2.34652458093,6cc4f8b6
364,10_easy_full,interaction,-2.85437736962,-4.00759286583,-2.34652458093,6cd50fc7
365,10_easy_full,blocking,-1.75135619184,-3.78466909693,-2.08908021583,6dfbeafe
366,10_easy_full,blocking,-2.1093649652,-3.19727327563,-3.31872019965,70bffd4d
367,10_easy_full,blocking,-2.02160318939,-3.3149952319,-2.92521841036,72caeffe
368,10_easy_full,blocking,-2.02160318939,-3.3149952319,-2.92521841036,75bbec9c
369,10_easy_full,blocking,-2.02160318939,-4.00759286583,-2.89132926742,76c104da
370,10_easy_full,density,-4.93213504604,-3.44844809937,-4.42524790507,89cbc391
371,10_easy_full,blocking,-1.75135619184,-3.78466909693,-2.08908021583,8de6a2af
372,10_easy_full,blocking,-1.75135619184,-3.78466909693,-2.08908021583,92a70054
373,10_easy_full,blocking,-2.1093649652,-3.19727327563,-3.31872019965,9ae751bc
374,10_easy_full,interaction,-3.56062708446,-4.29490874156,-3.05291609856,a2d68973
375,10_easy_full,blocking,-2.1093649652,-3.19727327563,-3.31872019965,abdacc98
376,10_easy_full,blocking,-2.02160318939,-3.3149952319,-2.92521841036,acc6e9d4
377,10_easy_full,blocking,-2.1093649652,-3.19727327563,-3.31872019965,aefbe715
378,10_easy_full,interaction,-3.036999398,-3.78466909693,-2.52917428926,b4a4f22a
379,10_easy_full,blocking,-1.75135619184,-3.78466909693,-2.08908021583,b8a4fbaa
380,10_easy_full,interaction,-3.036999398,-3.78466909693,-2.52917428926,b9bbef4c
381,10_easy_full,blocking,-2.02160318939,-3.3149952319,-2.92521841036,c0dfd341
382,10_easy_full,blocking,-2.02160318939,-3.3149952319,-2.92521841036,c6aad6d0
383,10_easy_full,blocking,-2.02160318939,-3.3149952319,-2.92521841036,c8c4f85a
384,10_easy_full,density,-4.43439765825,-3.78466909693,-3.92707758225,cccfd3ac
385,10_easy_full,blocking,-2.02160318939,-4.00759286583,-2.89132926742,cff10c9a
386,10_easy_full,density,-4.61161087992,-3.60249408859,-4.10442092456,d0e6841e
387,10_easy_full,interaction,-4.02880617061,-4.00759286583,-3.52126237079,d4cbca4e
388,10_easy_full,density,-4.43439765825,-3.78466909693,-3.92707758225,d6c10e9a
389,10_easy_full,blocking,-2.1093649652,-3.19727327563,-3.31872019965,dacfd3d4
390,10_easy_full,blocking,-2.02160318939,-3.3149952319,-2.92521841036,daf74d3f
391,10_easy_full,blocking,-2.02160318939,-4.00759286583,-2.89132926742,e6abcdb2
392,10_easy_full,blocking,-2.02160318939,-3.3149952319,-2.92521841036,e9bbf006
393,10_easy_full,blocking,-2.02160318939,-3.3149952319,-2.92521841036,f1fbe0de
394,10_easy_full,blocking,-1.75135619184,-3.78466909693,-2.08908021583,f5dac888
395,10_easy_full,interaction,-3.69592988202,-4.00759286583,-3.18825946157,fcf4f6d3
396,10_easy_full,blocking,-2.1093649652,-3.19727327563,-3.31872019965,fedbec09
397,10_easy_pruned,blocking,-1.17504558115,-4.00300209734,-1.34955552621,29bff31a
398,10_easy_pruned,density,-5.08983103401,-3.31040196753,-4.8567355973,2fd101b0
399,10_easy_pruned,interaction,-2.9928649696,-3.78007733041,-2.75917632146,39afd1eb
400,10_easy_pruned,density,-6.73969714082,-3.59790165647,-6.50945121877,3ab7160d
401,10_easy_pruned,blocking,-1.9774573043,-3.31040196753,-3.15518894742,3ebbc051
402,10_easy_pruned,interaction,-2.81023994262,-4.00300209734,-2.57653743332,43dbc360
403,10_easy_pruned,density,-10.821097414,-4.69505607338,-10.821097414,44b696ef
404,10_easy_pruned,blocking,-1.9774573043,-3.31040196753,-3.15518894742,46c12352
405,10_easy_pruned,density,-6.73969714082,-3.59790165647,-6.50945121877,47dbc824
406,10_easy_pruned,blocking,-1.17504558115,-4.00300209734,-1.34955552621,4eb4f441
407,10_easy_pruned,blocking,-1.9774573043,-3.31040196753,-3.15518894742,4ecfea32
408,10_easy_pruned,interaction,-3.38425104873,-4.00300209734,-3.15060218072,4fb692a0
409,10_easy_pruned,density,-4.39031792744,-3.78007733041,-4.15688216316,5aebf3c2
410,10_easy_pruned,density,-10.821097414,-4.69505607338,-10.821097414,76bfdf0b
411,10_easy_pruned,interaction,-3.27965601583,-3.44385519172,-3.04599494998,89cbfdf9
412,10_easy_pruned,interaction,-3.38425104873,-4.00300209734,-3.15060218072,8defd34b
413,10_easy_pruned,blocking,-1.17504558115,-4.00300209734,-1.34955552621,92f69945
414,10_easy_pruned,blocking,-1.9774573043,-3.31040196753,-3.15518894742,a2c12212
415,10_easy_pruned,interaction,-3.34215198034,-4.00300209734,-3.10849804883,a7bfd4fc
416,10_easy_pruned,blocking,-1.17504558115,-4.00300209734,-1.34955552621,acb11b17
417,10_easy_pruned,interaction,-3.34215198034,-4.00300209734,-3.10849804883,b9e10f8b
418,10_easy_pruned,interaction,-3.52454846116,-3.59790165647,-3.29091809285,c3dfd812
419,10_easy_pruned,blocking,-1.9774573043,-3.31040196753,-3.15518894742,c7c6f18d
420,10_easy_pruned,density,-3.87393581904,-3.59790165647,-3.64036455558,cdc50047
421,10_easy_pruned,density,-4.56754523784,-3.59790165647,-4.33417462271,ceafe698
422,10_easy_pruned,blocking,-1.17504558115,-4.00300209734,-1.34955552621,cec10cc8
423,10_easy_pruned,density,-4.39031792744,-3.78007733041,-4.15688216316,d5aff345
424,10_easy_pruned,blocking,-1.9774573043,-3.31040196753,-3.15518894742,e2bbe5e1
425,10_easy_pruned,density,-4.39031792744,-3.78007733041,-4.15688216316,eec719ce
426,10_easy_pruned,blocking,-1.17504558115,-4.00300209734,-1.34955552621,f8efd664
427,10_easy_pruned,interaction,-4.12644180594,-4.00300209734,-3.89292812079,fdc4f07b
428,10_medium_full,interaction,-2.1229954279,-3.30745637022,-1.93171566632,18c75602
429,10_medium_full,interaction,-2.1229954279,-3.30745637022,-1.93171566632,1debf4d1
430,10_medium_full,interaction,-2.1229954279,-3.30745637022,-1.93171566632,33bbca9a
431,10_medium_full,interaction,-3.30360477636,-3.64371046398,-3.11239057089,34d51755
432,10_medium_full,blocking,-1.8018797939,-3.64371046398,-2.3686856841,36ebe4da
433,10_medium_full,blocking,-1.8018797939,-3.64371046398,-2.3686856841,38cbc1f6
434,10_medium_full,interaction,-3.46485654298,-3.30745637022,-3.27365889314,39b67ab6
435,10_medium_full,blocking,-1.8018797939,-3.64371046398,-2.3686856841,40f6b779
436,10_medium_full,interaction,-2.77671998773,-3.30745637022,-2.58546703338,48ec02bc
437,10_medium_full,density,-4.35850076331,-3.86666317932,-4.16746365878,4cb73467
438,10_medium_full,interaction,-2.76275926709,-3.64371046398,-2.57150553829,4cffe209
439,10_medium_full,interaction,-2.1229954279,-3.30745637022,-1.93171566632,4de4f27d
440,10_medium_full,density,-3.9534315268,-3.05626315299,-3.76230391591,4ffbe4e0
441,10_medium_full,blocking,-1.8018797939,-3.64371046398,-2.3686856841,53d72c88
442,10_medium_full,interaction,-3.46485654298,-3.30745637022,-3.27365889314,54d4fd9d
443,10_medium_full,blocking,-1.8018797939,-3.64371046398,-2.3686856841,54f6b927
444,10_medium_full,interaction,-2.76275926709,-3.64371046398,-2.57150553829,72e6961c
445,10_medium_full,interaction,-3.21425954053,-3.64371046398,-3.02303724849,76abf978
446,10_medium_full,blocking,-1.8018797939,-3.64371046398,-2.3686856841,81a10227
447,10_medium_full,blocking,-1.8018797939,-3.64371046398,-2.3686856841,81a6c621
448,10_medium_full,interaction,-2.76275926709,-3.64371046398,-2.57150553829,85e50169
449,10_medium_full,blocking,-1.8018797939,-3.64371046398,-2.3686856841,89fbc220
450,10_medium_full,interaction,-2.76275926709,-3.64371046398,-2.57150553829,93c70cc1
451,10_medium_full,blocking,-1.8018797939,-3.64371046398,-2.3686856841,96abd246
452,10_medium_full,interaction,-3.46485654298,-3.30745637022,-3.27365889314,9ea4fe94
453,10_medium_full,blocking,-1.8018797939,-3.64371046398,-2.3686856841,a0a4f4ea
454,10_medium_full,blocking,-1.8018797939,-3.64371046398,-2.3686856841,a5e116c5
455,10_medium_full,interaction,-3.30360477636,-3.64371046398,-3.11239057089,a7b511d6
456,10_medium_full,interaction,-2.1229954279,-3.30745637022,-1.93171566632,b0d5043d
457,10_medium_full,interaction,-2.76275926709,-3.64371046398,-2.57150553829,b3dbd892
458,10_medium_full,interaction,-2.1229954279,-3.30745637022,-1.93171566632,b9bbc96c
459,10_medium_full,interaction,-2.76275926709,-3.64371046398,-2.57150553829,bca124ea
460,10_medium_full,interaction,-3.46485654298,-3.30745637022,-3.27365889314,bfabcc7d
461,10_medium_full,interaction,-2.1229954279,-3.30745637022,-1.93171566632,c6c100be
462,10_medium_full,interaction,-2.77671998773,-3.30745637022,-2.58546703338,e0a10efa
463,10_medium_full,density,-3.9534315268,-3.05626315299,-3.76230391591,e3a4effd
464,10_medium_full,blocking,-1.8018797939,-3.64371046398,-2.3686856841,e5b69f84
465,10_medium_full,interaction,-3.46485654298,-3.30745637022,-3.27365889314,eaaff660
466,10_medium_full,interaction,-2.76275926709,-3.64371046398,-2.57150553829,f8e11654
467,10_medium_pruned,blocking,-2.41721188905,-3.7240519448,-3.15812163924,19b680e2
468,10_medium_pruned,blocking,-1.46622246014,-3.54186828334,-1.49217029612,1feffe13
469,10_medium_pruned,density,-3.82968492614,-3.54186828334,-3.56993975008,29e72a67
470,10_medium_pruned,blocking,-1.46622246014,-3.54186828334,-1.49217029612,2bd72f3e
471,10_medium_pruned,interaction,-2.54679490974,-3.38781611183,-2.28689758259,31cfd831
472,10_medium_pruned,blocking,-2.49286930446,-3.7240519448,-3.41772157609,33a74451
473,10_medium_pruned,density,-3.69910147584,-3.13663304306,-3.43933052789,3ed1161d
474,10_medium_pruned,blocking,-1.46622246014,-3.54186828334,-1.49217029612,42f75809
475,10_medium_pruned,interaction,-2.76217053345,-3.38781611183,-2.50228723119,43c516b5
476,10_medium_pruned,blocking,-1.46622246014,-3.54186828334,-1.49217029612,43cad2c3
477,10_medium_pruned,blocking,-2.49286930446,-3.7240519448,-3.41772157609,4fba815c
478,10_medium_pruned,interaction,-2.54679490974,-3.38781611183,-2.28689758259,5efbf191
479,10_medium_pruned,blocking,-2.49286930446,-3.7240519448,-3.41772157609,6db76212
480,10_medium_pruned,blocking,-1.46622246014,-3.54186828334,-1.49217029612,71ebc315
481,10_medium_pruned,interaction,-3.35835156712,-3.54186828334,-3.09852727114,76f6a1e9
482,10_medium_pruned,interaction,-2.54679490974,-3.38781611183,-2.28689758259,93ebead7
483,10_medium_pruned,interaction,-2.54679490974,-3.38781611183,-2.28689758259,94a4f5d4
484,10_medium_pruned,blocking,-2.49286930446,-3.7240519448,-3.41772157609,95e69707
485,10_medium_pruned,blocking,-1.46622246014,-3.54186828334,-1.49217029612,9ba1165f
486,10_medium_pruned,blocking,-2.49286930446,-3.7240519448,-3.41772157609,9da51cdd
487,10_medium_pruned,blocking,-2.1083791708,-4.63910247357,-2.48823162936,9dd11e8e
488,10_medium_pruned,blocking,-1.46622246014,-3.54186828334,-1.49217029612,a9cbcabb
489,10_medium_pruned,interaction,-2.76217053345,-3.38781611183,-2.50228723119,abd12ee2
490,10_medium_pruned,blocking,-1.46622246014,-3.54186828334,-1.49217029612,b0c6f3a8
491,10_medium_pruned,interaction,-2.76217053345,-3.38781611183,-2.50228723119,bdd7483e
492,10_medium_pruned,blocking,-1.46622246014,-3.54186828334,-1.49217029612,cefc077d
493,10_medium_pruned,density,-4.7184965577,-3.38781611183,-4.45905295396,d0f687f1
494,10_medium_pruned,blocking,-1.46622246014,-3.54186828334,-1.49217029612,d1bbc1e6
495,10_medium_pruned,blocking,-1.46622246014,-3.54186828334,-1.49217029612,d8aacc7a
496,10_medium_pruned,blocking,-1.46622246014,-3.54186828334,-1.49217029612,d9fa7f02
497,10_medium_pruned,blocking,-2.1083791708,-4.63910247357,-2.48823162936,daa11f50
498,10_medium_pruned,blocking,-1.46622246014,-3.54186828334,-1.49217029612,e1b6994c
499,10_medium_pruned,interaction,-2.54679490974,-3.38781611183,-2.28689758259,e9b10766
500,10_medium_pruned,blocking,-2.1083791708,-4.63910247357,-2.48823162936,ecefd3a0
501,10_medium_pruned,blocking,-2.41721188905,-3.7240519448,-3.15812163924,eefbf52d
