,AssignmentId,Unnamed: 0,WorkerId,actionsSolution,actionsValidation,actions_solution,actions_validation,board_size,board_type,bonus,condition,solved_correct,time,timeSolution,timeValidation,time_solution,time_validation,timestamp,userid,validated_correct
58,3KWTYT0871AICQDJ73Q5X5G7WLD5L0,58,A3PL7JEMIPFHI9,17.0,0.0,,,10,easy,0,pruned,False,,99840.0,43228.0,,,1560000000000.0,67f6aca8,False
59,3EO896NRAX2E22095EWQK69T8ZXTJG,59,A1F1TBDHPYAAXT,36.0,0.0,,,10,hard,0,pruned,True,,241356.0,34095.0,,,1560000000000.0,41a6aea3,False
60,358UUM7WR0A82SMF0G2YH132TJ07RA,60,A1YH2I4Y2SYAXJ,3.0,0.0,,,10,hard,0,pruned,False,,562354.0,55244.0,,,1560000000000.0,d9d6ae3e,False
61,3AWETUDC93ZET3P2TO08UTVAGGOIZ3,61,AOB5RZ3WSAZPS,41.0,0.0,,,10,easy,0,pruned,False,,600038.0,46791.0,,,1560000000000.0,9ef6ace9,False
62,3IQ1VMJRYURKHUORD2EW075YO5UA9B,62,A13WFFPE9L1QAB,50.0,0.0,,,10,hard,0,pruned,False,,450917.0,122315.0,,,1560000000000.0,62e6aa66,False
63,30ZX6P7VF92KI36WMZCUJJ038ME2JR,63,A20VNT5IHVO401,8.0,4.0,,,10,hard,1,pruned,True,,145305.0,31342.0,,,1560000000000.0,14c6b1ae,True
64,3JWH6J9I9TKAP6XDKQXXDJKOBCWNBI,64,AZTHBV93S8U3T,73.0,3.0,,,10,easy,1,pruned,True,,441759.0,48925.0,,,1560000000000.0,b7e6b167,True
65,3RSDURM96BT288DB1J8YV7OGITJYEP,65,A2OC4PZXSR522W,19.0,4.0,,,10,hard,1,pruned,True,,177802.0,57653.0,,,1560000000000.0,7cd6b177,True
66,3II4UPYCOKEO708PEEGKC33TJ83QDN,66,A1PIGZNLSQMGNW,8.0,3.0,,,10,easy,1,pruned,True,,64153.0,30283.0,,,1560000000000.0,87a6b32b,True
67,32AT8R96GMGM1IYOSDVEH3MINWGUSN,67,A295P5SW3N83P6,58.0,0.0,,,10,hard,0,pruned,False,,583711.0,52503.0,,,1560000000000.0,2aa6b178,False
68,3CFJTT4SXUXV9TJWAT8P392B6NB7I0,68,A1E4K9G6ZKPKX4,30.0,9.0,,,10,hard,1,pruned,True,,187167.0,52815.0,,,1560000000000.0,71c6b3a3,True
69,3300DTYQT3OTZ6MPA9R4ILLEJK4EQ4,69,A346XPIBKBQ8Z6,20.0,0.0,,,10,hard,0,pruned,False,,135998.0,47128.0,,,1560000000000.0,72f6b345,False
70,3GFK2QRXXAOYNKPIBHX76GXNUSM5WY,70,AOWY4TEB0UCMX,45.0,0.0,,,10,easy,0,pruned,False,,558834.0,37463.0,,,1560000000000.0,83b6b30c,False
71,37TD41K0AIGQFOHO6MAENX0CGW4CSQ,71,A2WC8DV7EB0FOY,8.0,0.0,,,10,easy,0,pruned,False,,101762.0,44158.0,,,1560000000000.0,fec6b568,False
72,3LYA37P8IRU9H0CAND5HLR3KHHZBK9,72,ASTDBTVY3WP1K,10.0,0.0,,,10,hard,0,pruned,False,,82399.0,80721.0,,,1560000000000.0,45f6b774,False
73,31Q0U3WYDQMK9NNY2MNJBALPPLA17C,73,A28WDLPJ0UOPW9,8.0,38.0,,,10,hard,1,pruned,True,,102379.0,108520.0,,,1560000000000.0,a1b6b72c,True
74,30X31N5D64X2M9KQM8ENH2AOGTVASY,74,A5MHDN5VHCMCT,55.0,0.0,,,10,easy,0,pruned,False,,290046.0,30523.0,,,1560000000000.0,bbc6b8cf,False
75,3R5F3LQFV3ROPP05RJDDEQRWSPVOZC,75,A20EU0UH5K3VGE,91.0,5.0,,,10,easy,1,pruned,True,,491793.0,55162.0,,,1560000000000.0,bfa6b911,True
76,3FQ5JJ512MVBI917Q3AQCM3EY65KNZ,76,A3CURWAIS909NI,56.0,0.0,,,10,easy,0,pruned,False,,396380.0,44183.0,,,1560000000000.0,60e6bcce,False
77,3QHK8ZVMINPK16US8DHI0RGZ6H4LBM,77,A91KOPU2OL423,20.0,0.0,,,10,hard,0,pruned,False,,488532.0,120013.0,,,1560000000000.0,dfe6bb89,False
78,3SKRO2GZ72Y842UILGCSFFQBV5FK16,78,A3P27PCME7XWOC,36.0,4.0,,,10,hard,1,pruned,True,,222619.0,28864.0,,,1560000000000.0,d8d6bed1,True
79,3E47SOBEYR31LAES1AG0JVUP7Y2IC4,79,A23V73TZF5JIAW,43.0,0.0,,,10,easy,0,pruned,False,,319230.0,30173.0,,,1560000000000.0,49b6bf52,False
80,3CPLWGV3MP6R1DIGM6J1MDPYNCTN98,80,A748N8WFG2HR4,31.0,0.0,,,10,easy,0,pruned,False,,427124.0,53805.0,,,1560000000000.0,c4c6bed8,False
81,3FTYUGLFSVSZEEPRUMSHES82NC85DH,81,A13JMFIKC0UKYS,12.0,0.0,,,10,hard,0,pruned,False,,158461.0,103254.0,,,1560000000000.0,40c6c24a,False
82,3YOH7BII0AEOQEAGSUWHM3XRK9EVKY,82,AWK93GL7CJ3FK,31.0,0.0,,,10,hard,0,pruned,False,,257097.0,26155.0,,,1560000000000.0,38e6c356,False
83,3GDTJDAPVVIL5QE65DYN925NYGG8MJ,83,ARQAVYXEMYPZJ,53.0,0.0,,,10,easy,0,pruned,False,,93176.0,39947.0,,,1560000000000.0,34c6c058,False
84,3ZR9AIQJUCGNJBKX45LCUTI5TSM402,84,A2US4COGM7OLMJ,1.0,0.0,,,10,easy,0,pruned,False,,42621.0,16077.0,,,1560000000000.0,82e6c792,False
85,39GAF6DQWS7MKDOUKKQZHO1SB3M1V9,85,A21RG48A9K95AM,22.0,4.0,,,10,hard,0,pruned,True,,327080.0,58206.0,,,1560000000000.0,afe6c7c5,False
86,3WAKVUDHUXN0IKEW4AX3MCQM0IF7UP,86,A299C7WS77XSW4,41.0,6.0,,,10,easy,1,pruned,True,,256709.0,55754.0,,,1560000000000.0,9fe6c937,True
87,3VFJCI1K406RVLXGTJ6SNEGVSNXGR2,87,AFXNF8FWT090W,8.0,0.0,,,10,hard,0,pruned,False,,130533.0,24875.0,,,1560000000000.0,c4d6cb2d,False
88,3Z9WI9EOZ0VJ8DFWN5FD726ICVIKHE,88,A1J9RWANLAAMZT,17.0,0.0,,,10,medium,0,full,False,,70417.0,14830.0,,,1560000000000.0,9aa6cdee,False
89,3FQ5JJ512MVBI917Q3AQCM3EY7RKNN,89,A1NY3RAROHFMRQ,8.0,0.0,,,10,hard,0,full,False,,51449.0,49189.0,,,1560000000000.0,a8d6ce37,False
90,3A4NIXBJ776GKXYPZ27RE7RTIHMMLS,90,A3CJS37DSXQOAZ,3.0,0.0,,,10,hard,0,full,False,,68004.0,56407.0,,,1560000000000.0,2bd6cdfa,False
91,3SKEMFQBZ4CQF2E3K1L7UPDJ9CSK8Z,91,A1IZXYBZFZAPAQ,13.0,0.0,,,10,medium,0,pruned,False,,189702.0,16838.0,,,1560000000000.0,6af6ce2f,False
92,3TS1AR6UQRLBZ2H69L240CPJQW57FX,92,AKNV05F5X5YAC,28.0,3.0,,,10,medium,1,pruned,True,,144424.0,22481.0,,,1560000000000.0,17f6cea6,True
93,3H8DHMCCWAI2WXAU19WNGHRKK3PKD5,93,A2J6S7QR4CGXTW,9.0,0.0,,,10,medium,0,pruned,False,,100728.0,45164.0,,,1560000000000.0,77b6ced8,False
94,3E47SOBEYR31LAES1AG0JVUP7ZOCIM,94,A1SMYB7YESWB29,4.0,0.0,,,10,medium,0,full,False,,119114.0,86986.0,,,1560000000000.0,52e6cdec,False
95,3QY7M81QH8TMFO9KAWT1GPHOYSMK7C,95,A15E4I3BZKHNUV,20.0,0.0,,,10,hard,0,full,False,,173684.0,50041.0,,,1560000000000.0,25f6ce98,False
96,3C44YUNSI2W37O7AE11VCYDJEDVPDB,96,A1UZN21EAN1HZ4,34.0,0.0,,,10,medium,0,full,False,,295351.0,85642.0,,,1560000000000.0,84a6ce10,False
97,3Z4GS9HPNWHYK920R24SCKC2S8M77T,97,A3PBA2ZHVZFGA3,26.0,3.0,,,10,medium,0,pruned,True,,151502.0,78218.0,,,1560000000000.0,63e6cf13,False
98,3JZQSN0I3RHUSVS72O6Y6P2CPZOFG8,98,AWB9R056A02YM,2.0,3.0,,,10,medium,0,pruned,True,,120607.0,53981.0,,,1560000000000.0,86c6cdf8,False
99,3XIQGXAUMDFSZO8R9F8Q6JPQU11X7E,99,A1T1CQSJWP9ZP3,10.0,0.0,,,10,hard,0,full,False,,93475.0,76552.0,,,1560000000000.0,4de6cf95,False
100,3N4BPTXIO9ZODZLGN4MCQHV863KKUF,100,A1NY4BKZLOB92H,2.0,0.0,,,10,hard,0,full,False,,367508.0,79918.0,,,1560000000000.0,5eb6ce3d,False
101,3QEMNNSB2Y6E1I3AIF7ECCMYEJP7DM,101,A2B8EAPA608JDH,2.0,0.0,,,10,hard,0,full,False,,111012.0,44160.0,,,1560000000000.0,15e6cf5b,False
102,3GNCZX450JU59H4YURATMX5DTAYPA9,102,A6KOTWP7N7RLU,106.0,13.0,,,10,hard,0,full,True,,602004.0,132727.0,,,1560000000000.0,67e6ce01,False
103,3SNVL38CI5ZSR54G1D1CWB92Z3DKC5,103,A34FISA5G0P8RM,72.0,0.0,,,10,hard,0,full,False,,582229.0,19491.0,,,1560000000000.0,9ae6cdf8,False
104,3LBXNTKX0S2WD7WKOC6AKFGWPRP9X2,104,A17TS8M18R9TZS,1.0,0.0,,,10,medium,0,pruned,True,,14981.0,15453.0,,,1560000000000.0,d6f6d11d,False
105,3VNXK88KKDP49IRPOX5SWUJB9GH9VZ,105,A2FV2U7RGBVK2T,14.0,3.0,,,10,medium,1,pruned,True,,100227.0,42064.0,,,1560000000000.0,d5d6cf7e,True
106,3VFJCI1K406RVLXGTJ6SNEGVSNZRGF,106,A2LMJ9PGUL962L,25.0,4.0,,,10,medium,0,full,True,,334187.0,68508.0,,,1560000000000.0,d2b6cfbb,False
107,3VHP9MDGRORHBJC202AFGYHXR7WFCY,107,A21OS9KG7JNHR7,82.0,5.0,,,10,medium,0,full,True,,534785.0,47465.0,,,1560000000000.0,93c6d00d,False
108,32EYX73OY1GA03YBDOV9RTHM1VFRUG,108,A341XKSRZ58FJK,15.0,3.0,,,10,medium,1,pruned,True,,95962.0,19832.0,,,1560000000000.0,1fe6d227,True
109,3R2PKQ87NXFEUWQJEZAEMRZ11DSMIE,109,AZJKB1D4AFMQY,23.0,1.0,,,10,medium,0,pruned,True,,99479.0,15438.0,,,1560000000000.0,61c6d297,False
110,38F5OAUN5OJVDY8C4BQ43X1W6BI7HV,110,ALB9Q6PW38CHZ,18.0,3.0,,,10,medium,1,pruned,True,,102384.0,53117.0,,,1560000000000.0,d6c6d18c,True
111,3DY4FPOOA2VADINBIE5ENFJ5F2NRV4,111,A18MHXGNZMORFP,37.0,0.0,,,10,hard,0,full,False,,491018.0,90662.0,,,1560000000000.0,e9f6d068,False
112,33ISQZVXPQTA87SS90KE8SWUUU4CCK,112,A1E3MR98PNWZBD,15.0,3.0,,,10,medium,1,pruned,True,,82111.0,33017.0,,,1560000000000.0,14c6d368,True
113,3XXU1SWE8N22L00ED6V37W45L2MA0N,113,AHJKTXYX66U23,9.0,0.0,,,10,medium,0,full,False,,81687.0,35552.0,,,1560000000000.0,6db6d284,False
114,3S4AW7T80CP0G79JTY7VSDATWQ14LF,114,A2287HLNN9EZ56,54.0,0.0,,,10,hard,0,full,False,,369804.0,36439.0,,,1560000000000.0,c3d6d0e6,False
115,3TMFV4NEP9LHA28K9F4AI07EWJ38WL,115,A2SUSP7BO7ZCPM,41.0,0.0,,,10,medium,0,full,False,,404451.0,53058.0,,,1560000000000.0,e7f6d472,False
116,3WJEQKOXA992SPLW9PZ3L1NFQUSA1Q,116,A3TFKABX2WVOZ6,12.0,3.0,,,10,medium,1,pruned,True,,242913.0,41568.0,,,1560000000000.0,46e6d530,True
117,3ZPBJO59KQ8BU79MVOTQ3PBSSMLDHU,117,A2DFSLUXNR2HDC,14.0,0.0,,,10,hard,0,full,True,,71347.0,10470.0,,,1560000000000.0,c1b6d6a4,False
118,3LYA37P8IRU9H0CAND5HLR3KHIDKBY,118,A1TWZEOYQV4LGI,19.0,0.0,,,10,medium,0,full,False,,129303.0,38012.0,,,1560000000000.0,f5f6d6ce,False
119,3IHR8NYAM88Q7SOHLQ029UJD103P4Z,119,A9HQ3E0F2AGVO,21.0,4.0,,,10,medium,0,full,True,,131698.0,42411.0,,,1560000000000.0,8fa6d75f,False
120,3NG53N1RLWQRQTBJXTQFQ6ZI3MYP85,120,AZJ6AT27OKHJL,28.0,0.0,,,10,medium,0,pruned,False,,226459.0,17963.0,,,1560000000000.0,f7b6d848,False
121,3A4TN5196LP1PF38VSYFJJTA7M9CHT,121,A2E9CAL66UNGV9,2.0,33.0,,,10,medium,0,full,True,,76264.0,137891.0,,,1560000000000.0,85a6d8cb,False
122,33TIN5LC05HLDCMUT8SC3TN5RXJ9Y8,122,A27UX65DOP34DT,80.0,0.0,,,10,medium,0,full,False,,579396.0,71122.0,,,1560000000000.0,1ab6da15,False
123,3FE2ERCCZYFUBLYZ4AFBNSPIIR3PO9,123,AD1DGG7ZDRAIT,8.0,3.0,,,10,medium,1,pruned,True,,69853.0,26439.0,,,1560000000000.0,37e6e013,True
124,3ERET4BTVNGQT7XDPTRLUL8UTIAK9O,124,A2JP8W265WCC35,2.0,5.0,,,10,hard,1,full,True,,85418.0,59878.0,,,1560000000000.0,8fb6dff4,True
125,3DL65MZB8EMP55C65RQ9YGWXF6HCED,125,A3JEQR9F5AJ6Y8,11.0,0.0,,,10,medium,0,pruned,False,,115657.0,44182.0,,,1560000000000.0,71a6e4eb,False
126,38SKSKU7R24UOE8YEN9ZMEKC182IL8,126,A2R8IV2PWFTY00,4.0,3.0,,,10,medium,1,pruned,True,,107455.0,53347.0,,,1560000000000.0,eac6e690,True
127,38F71OA9GU3UK5OTDR4TJUM9LL0MFN,127,A309RFIHZPQ6GN,16.0,13.0,,,10,hard,0,full,True,,48065.0,80727.0,,,1560000000000.0,acf6e7eb,False
128,3YMTUJH0DTNOZKHO279ME4KAQ3N4TI,128,A1QICXSNBZLODT,38.0,0.0,,,10,medium,0,full,False,,556431.0,30191.0,,,1560000000000.0,d8e6ea40,False
129,3JMSRU9HQJ1L4EI6W8LEO8KM0D1VEZ,129,A1O2W62UGPV9TE,2.0,0.0,,,10,hard,0,full,False,,26791.0,24153.0,,,1560000000000.0,64e6ee98,False
130,3DBQWDE4Y7580QG4JG6KAXKW1H7N5G,130,ALBIU0ZCAUNON,18.0,0.0,,,10,medium,0,pruned,False,,183436.0,38476.0,,,1560000000000.0,8bd700c4,False
131,32Z9ZLUT1MR2Y40BLX76EJNRW06OHG,131,A2DXEPC4QFV4R1,28.0,0.0,,,10,hard,0,full,False,,227848.0,38793.0,,,1560000000000.0,fdd70310,False
